s001.example.com,192.168.1.1,slave-kdc.xml,00:1E:4F:C1:10:08
s002.example.com,192.168.1.2,master-kdc.xml,00:1E:4F:0D:DA:FC
s003.example.com,192.168.1.3,server.xml,00:1E:4F:09:96:5D
s004.example.com,192.168.1.4,server.xml,00:1E:4F:33:35:D4
s005.example.com,192.168.1.5,server.xml,00:1E:4F:D3:39:B6
s006.example.com,192.168.1.6,server.xml,00:1E:4F:25:5B:C3
s007.example.com,192.168.1.7,server.xml,00:1E:4F:79:93:66
s008.example.com,192.168.1.8,server.xml,00:1E:4F:40:00:93
s009.example.com,192.168.1.9,server.xml,00:1E:4F:E5:57:B5
s010.example.com,192.168.1.10,server.xml,00:1E:4F:07:7B:4F
s011.example.com,192.168.1.11,server.xml,00:1E:4F:68:8D:E5
s012.example.com,192.168.1.12,server.xml,00:1E:4F:71:14:06
s013.example.com,192.168.1.13,server.xml,00:1E:4F:F6:64:A3
s014.example.com,192.168.1.14,server.xml,00:1E:4F:FE:E7:59
s015.example.com,192.168.1.15,server.xml,00:1E:4F:94:4E:29
s016.example.com,192.168.1.16,server.xml,00:1E:4F:D8:88:22
w002.example.com,192.168.1.18,workstation.xml,00:1E:4F:21:1B:7D
w003.example.com,192.168.1.19,workstation.xml,00:1E:4F:EA:A4:BF
w004.example.com,192.168.1.20,workstation.xml,00:1E:4F:40:00:5E
w005.example.com,192.168.1.21,workstation.xml,00:1E:4F:44:4B:7D
w006.example.com,192.168.1.22,workstation.xml,00:1E:4F:37:75:0C
w007.example.com,192.168.1.23,workstation.xml,00:1E:4F:AD:D5:69
w008.example.com,192.168.1.24,workstation.xml,00:1E:4F:4C:C6:E6
w009.example.com,192.168.1.25,workstation.xml,00:1E:4F:28:85:C2
w010.example.com,192.168.1.26,workstation.xml,00:1E:4F:67:74:11
w011.example.com,192.168.1.27,workstation.xml,00:1E:4F:70:08:7E
w012.example.com,192.168.1.28,workstation.xml,00:1E:4F:A6:6E:C2
w013.example.com,192.168.1.29,workstation.xml,00:1E:4F:51:11:0E
w014.example.com,192.168.1.30,workstation.xml,00:1E:4F:56:69:98
w015.example.com,192.168.1.31,workstation.xml,00:1E:4F:14:45:BD
w016.example.com,192.168.1.32,workstation.xml,00:1E:4F:FA:A4:4F
w017.example.com,192.168.1.33,workstation.xml,00:1E:4F:94:48:CB
w018.example.com,192.168.1.34,workstation.xml,00:1E:4F:B7:7E:3E
w019.example.com,192.168.1.35,workstation.xml,00:1E:4F:8E:E2:91
w020.example.com,192.168.1.36,workstation.xml,00:1E:4F:AB:B1:31
w021.example.com,192.168.1.37,workstation.xml,00:1E:4F:1A:AC:47
w022.example.com,192.168.1.38,workstation.xml,00:1E:4F:7A:AF:7D
w023.example.com,192.168.1.39,workstation.xml,00:1E:4F:A0:06:89
w024.example.com,192.168.1.40,workstation.xml,00:1E:4F:D2:24:5A
w025.example.com,192.168.1.41,workstation.xml,00:1E:4F:F1:14:EE
w026.example.com,192.168.1.42,workstation.xml,00:1E:4F:14:46:FB
w027.example.com,192.168.1.43,workstation.xml,00:1E:4F:63:37:A4
w028.example.com,192.168.1.44,workstation.xml,00:1E:4F:89:97:2C
w029.example.com,192.168.1.45,workstation.xml,00:1E:4F:AC:C7:D2
w030.example.com,192.168.1.46,workstation.xml,00:1E:4F:31:14:9B
w031.example.com,192.168.1.47,workstation.xml,00:1E:4F:67:7D:33
w032.example.com,192.168.1.48,workstation.xml,00:1E:4F:BA:A9:C2
w033.example.com,192.168.1.49,workstation.xml,00:1E:4F:0F:FC:C1
w034.example.com,192.168.1.50,workstation.xml,00:1E:4F:FE:E1:C9
w035.example.com,192.168.1.51,workstation.xml,00:1E:4F:C1:12:3B
w036.example.com,192.168.1.52,workstation.xml,00:1E:4F:0C:CD:E7
w037.example.com,192.168.1.53,workstation.xml,00:1E:4F:0B:BE:E6
w038.example.com,192.168.1.54,workstation.xml,00:1E:4F:C6:61:CC
w039.example.com,192.168.1.55,workstation.xml,00:1E:4F:AE:E1:76
w040.example.com,192.168.1.56,workstation.xml,00:1E:4F:9B:BF:47
w041.example.com,192.168.1.57,workstation.xml,00:1E:4F:E7:7B:F6
w042.example.com,192.168.1.58,workstation.xml,00:1E:4F:3D:DA:18
w043.example.com,192.168.1.59,workstation.xml,00:1E:4F:11:10:77
w044.example.com,192.168.1.60,workstation.xml,00:1E:4F:D3:37:CB
w045.example.com,192.168.1.61,workstation.xml,00:1E:4F:66:67:4E
w046.example.com,192.168.1.62,workstation.xml,00:1E:4F:95:5C:B6
w047.example.com,192.168.1.63,workstation.xml,00:1E:4F:8C:C8:60
w048.example.com,192.168.1.64,workstation.xml,00:1E:4F:4D:D3:BD
w049.example.com,192.168.1.65,workstation.xml,00:1E:4F:C9:9A:A2
w050.example.com,192.168.1.66,workstation.xml,00:1E:4F:4F:FF:B4
w051.example.com,192.168.1.67,workstation.xml,00:1E:4F:98:80:85
w052.example.com,192.168.1.68,workstation.xml,00:1E:4F:55:5D:72
w053.example.com,192.168.1.69,workstation.xml,00:1E:4F:39:9C:16
w054.example.com,192.168.1.70,workstation.xml,00:1E:4F:C0:0E:9B
w055.example.com,192.168.1.71,workstation.xml,00:1E:4F:83:33:A0
w056.example.com,192.168.1.72,workstation.xml,00:1E:4F:33:30:46
w057.example.com,192.168.1.73,workstation.xml,00:1E:4F:C8:83:15
w058.example.com,192.168.1.74,workstation.xml,00:1E:4F:60:08:13
w059.example.com,192.168.1.75,workstation.xml,00:1E:4F:24:46:69
w060.example.com,192.168.1.76,workstation.xml,00:1E:4F:F4:43:E7
w061.example.com,192.168.1.77,workstation.xml,00:1E:4F:C0:09:EF
w062.example.com,192.168.1.78,workstation.xml,00:1E:4F:BD:DC:7B
w063.example.com,192.168.1.79,workstation.xml,00:1E:4F:4C:C8:D0
w064.example.com,192.168.1.80,workstation.xml,00:1E:4F:6C:CA:C8
w065.example.com,192.168.1.81,workstation.xml,00:1E:4F:C6:69:52
w066.example.com,192.168.1.82,workstation.xml,00:1E:4F:DC:C6:B2
w067.example.com,192.168.1.83,workstation.xml,00:1E:4F:F3:3B:3B
